Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR2968900,2015-12-07 05:23:02,2015-12-02 05:17:37,44009485,8801897000,44009485,200,5036,,https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/002899/SRR2968900,SRX1458270,foie_TTAGGC_1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP066885,PRJNA296888,,296888,SRS1185778,SAMN03943704,simple,93934,Coturnix japonica,QuailConsDD7356Liver,,,,,male,,no,,,,,,SRA314460,,public,F98FD047AE28AC4EFE85B932BE43591B,0DBA1BACD83420658AADFE82FC2F0BDE
SRR2968901,2015-12-07 05:17:01,2015-12-02 05:14:08,30267120,6053424000,30267120,200,3439,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002899/SRR2968901,SRX1458271,foie_TTAGGC_2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP066885,PRJNA296888,,296888,SRS1185778,SAMN03943704,simple,93934,Coturnix japonica,QuailConsDD7356Liver,,,,,male,,no,,,,,,SRA314460,,public,6C69CE3E9C84EEF48DC7BB3730AE1EFE,3FB9E6E593803F61B1D2868DA0697405
SRR2968902,2015-12-07 05:25:38,2015-12-02 05:21:03,30211377,6042275400,30211377,200,3441,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002899/SRR2968902,SRX1458272,foie_TTAGGC_3,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP066885,PRJNA296888,,296888,SRS1185778,SAMN03943704,simple,93934,Coturnix japonica,QuailConsDD7356Liver,,,,,male,,no,,,,,,SRA314460,,public,2AF55CC368C0741AFD9E428A9F69A2B6,2219269709E156E879D1069D0C428683
SRR2968903,2015-12-07 05:21:21,2015-12-02 05:17:15,33878115,6775623000,33878115,200,3990,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002899/SRR2968903,SRX1458273,foie_TTAGGC_4,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP066885,PRJNA296888,,296888,SRS1185778,SAMN03943704,simple,93934,Coturnix japonica,QuailConsDD7356Liver,,,,,male,,no,,,,,,SRA314460,,public,CE2566AB139A8477E65DFA45B5D4D1EC,5114DC03E94EC09F107AFCD70C82E026
SRR2968904,2015-12-07 05:20:24,2015-12-02 05:16:20,27966999,5593399800,27966999,200,3255,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002899/SRR2968904,SRX1458274,rein_ACTGAT_5,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP066885,PRJNA296888,,296888,SRS1185774,SAMN03943698,simple,93934,Coturnix japonica,QuailConsDD7356Kidney,,,,,male,,no,,,,,,SRA314460,,public,743E654CC3941232F830FA4E3999AA4F,F5470C0A46040CDF9FE551D44512B051
SRR2968905,2015-12-07 05:25:12,2015-12-02 05:21:39,33439812,6687962400,33439812,200,3922,,https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/002899/SRR2968905,SRX1458275,foie_TTAGGC_5,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP066885,PRJNA296888,,296888,SRS1185778,SAMN03943704,simple,93934,Coturnix japonica,QuailConsDD7356Liver,,,,,male,,no,,,,,,SRA314460,,public,39582FEABD31CAFFE5743B8EBD3A54C4,A8A2E5A1FCBD1958FAE54F6109A48BD8
SRR2968906,2015-12-07 05:37:26,2015-12-02 05:33:12,33189009,6637801800,33189009,200,3883,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002899/SRR2968906,SRX1458276,foie_TTAGGC_6,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP066885,PRJNA296888,,296888,SRS1185778,SAMN03943704,simple,93934,Coturnix japonica,QuailConsDD7356Liver,,,,,male,,no,,,,,,SRA314460,,public,5514AA53431C9AF9D61665CEE3FF303A,0F404C93E3E2DAD5D0CD2C278FA2FAC9
SRR2968907,2015-12-07 05:24:16,2015-12-02 05:20:42,27397622,5479524400,27397622,200,3182,,https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/002899/SRR2968907,SRX1458277,rein_ACTGAT_6,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP066885,PRJNA296888,,296888,SRS1185774,SAMN03943698,simple,93934,Coturnix japonica,QuailConsDD7356Kidney,,,,,male,,no,,,,,,SRA314460,,public,AB6B4AD0E6C47D188D4746C6B2A59669,B572002D52CD610F95F5B8AED5E0AE7C
SRR2968908,2015-12-07 05:18:05,2015-12-02 05:15:16,14127115,2825423000,14127115,200,1610,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/002899/SRR2968908,SRX1458278,poumon_GATCAG_1,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP066885,PRJNA296888,,296888,SRS1185773,SAMN03943699,simple,93934,Coturnix japonica,QuailConsDD7356Lung,,,,,male,,no,,,,,,SRA314460,,public,A67978D9F4D9BD1CE5116BFCAC46698C,4AFD9078D7409BA964848ED19DAB30C4
SRR2968909,2015-12-07 05:20:44,2015-12-02 05:18:14,15692458,3138491600,15692458,200,1768,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/002899/SRR2968909,SRX1458279,poumon_GATCAG_2,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP066885,PRJNA296888,,296888,SRS1185773,SAMN03943699,simple,93934,Coturnix japonica,QuailConsDD7356Lung,,,,,male,,no,,,,,,SRA314460,,public,E0ED57BAB24D67A1A5494AE490F86354,FBC5ECBD5EE09F593D0BB45038B8703E
SRR2968910,2015-12-07 05:20:33,2015-12-02 05:17:42,15871082,3174216400,15871082,200,1793,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/002899/SRR2968910,SRX1458280,poumon_GATCAG_3,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP066885,PRJNA296888,,296888,SRS1185773,SAMN03943699,simple,93934,Coturnix japonica,QuailConsDD7356Lung,,,,,male,,no,,,,,,SRA314460,,public,8DF526813716EA0E6D205D51068B0467,CF2F3D85EE139D12EBDEE048FEB6D81A
SRR2968911,2015-12-07 05:27:50,2015-12-02 05:25:08,17966974,3593394800,17966974,200,2104,,https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/002899/SRR2968911,SRX1458281,poumon_GATCAG_4,RNA-Seq,RANDOM,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP066885,PRJNA296888,,296888,SRS1185773,SAMN03943699,simple,93934,Coturnix japonica,QuailConsDD7356Lung,,,,,male,,no,,,,,,SRA314460,,public,6A983D6CA051FA8DF691471A239EB0DB,6AE5B1A665298A37D2EA8A21AAE16822
SRR2973612,2015-12-04 04:36:08,2015-12-04 04:33:34,29564287,4434643050,29564287,150,2729,,https://sra-download.ncbi.nlm.nih.gov/traces/sra19/SRR/002903/SRR2973612,SRX483306,,RNA-Seq,unspecified,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP039377,PRJNA229361,,229361,SRS567752,SAMN02442003,simple,9031,Gallus gallus,Magnum in D3 (technical repeat),,,,,,,no,,,,,YANGZHOU UNIVERSITY,SRA111797,,public,FD895FA4A4E37F8D04CECECF09A16EE1,D389CCE978D225FB751C9535DE2441C8
SRR2980760,2015-12-17 00:00:00,2015-12-08 12:11:44,7510421,700774416,0,93,443,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002910/SRR2980760,SRX1470185,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina Genome Analyzer II,SRP042651,PRJNA249058,2,249058,SRS1196537,SAMN04324330,simple,30457,Pygoscelis papua,PYPCRO1,,,,,not collected,,no,,,,,CNRS - UNIVERSITÉ MONTPELLIER 2,SRA315551,,public,E2BE6D6AEEE0DEE876D93146F7EE4D52,F0542D1E4D2271CDE0C0DDDA8920A7A1
SRR2983616,2016-01-04 11:46:10,2015-12-09 15:11:21,32292731,2744882135,32292731,85,1136,Gallus_gallus-2.1,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002913/SRR2983616,SRX1472824,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ABI_SOLID,AB 5500xl Genetic Analyzer,SRP067179,PRJNA305527,,305527,SRS1198649,SAMN04327491,simple,9031,Gallus gallus,GSM1968821,,,,,,,no,,,,,GEO,SRA315933,,public,3C827782ADBC72E9DA474F3CDCC1497F,2F5C18B82D393B7A03330698B68A42FA
SRR2983617,2016-01-04 11:46:10,2015-12-09 15:04:43,27926156,2373723260,27926156,85,997,Gallus_gallus-2.1,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002913/SRR2983617,SRX1472825,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ABI_SOLID,AB 5500xl Genetic Analyzer,SRP067179,PRJNA305527,,305527,SRS1198648,SAMN04327492,simple,9031,Gallus gallus,GSM1968822,,,,,,,no,,,,,GEO,SRA315933,,public,71DB7B2ED43519F9C0038E779B5A1BCB,5A0C68F4591CD0B910781E68C1F8E446
SRR2983618,2016-01-04 11:46:10,2015-12-09 15:02:50,26886802,2285378170,26886802,85,977,Gallus_gallus-2.1,https://sra-download.ncbi.nlm.nih.gov/traces/sra24/SRR/002913/SRR2983618,SRX1472826,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ABI_SOLID,AB 5500xl Genetic Analyzer,SRP067179,PRJNA305527,,305527,SRS1198647,SAMN04327493,simple,9031,Gallus gallus,GSM1968823,,,,,,,no,,,,,GEO,SRA315933,,public,D1221B1EAD70C7CBFAE889A3865BCD88,F6CCC417FFA93A4240681708D27A12AB
SRR2983619,2016-01-04 11:46:10,2015-12-09 15:03:29,28155485,2393216225,28155485,85,1015,Gallus_gallus-2.1,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002913/SRR2983619,SRX1472827,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ABI_SOLID,AB 5500xl Genetic Analyzer,SRP067179,PRJNA305527,,305527,SRS1198646,SAMN04327494,simple,9031,Gallus gallus,GSM1968824,,,,,,,no,,,,,GEO,SRA315933,,public,B14B793A38E0F6C63B0E56C297B2C6D7,EDC1751B277D9231EDA103217160CC1F
SRR2984759,2015-12-11 00:00:00,2015-12-10 17:29:30,55784103,14057593956,55784103,252,4692,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002914/SRR2984759,SRX1473545,AW3,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,125,0,ILLUMINA,Illumina HiSeq 2500,SRP067215,PRJNA305575,,305575,SRS1199487,SAMN04329468,simple,93934,Coturnix japonica,AW3,,,,,not applicable,,no,,,,,DUKE UNIVERSITY,SRA316011,,public,9C543518C0952848263166D4DC8EF03D,B711841D7A65A5896DCB3C9B8BCFB6F0
SRR2984772,2015-12-11 00:00:00,2015-12-10 17:23:58,50281373,12670905996,50281373,252,4194,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002914/SRR2984772,SRX1473553,AW4,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,125,0,ILLUMINA,Illumina HiSeq 2500,SRP067215,PRJNA305575,,305575,SRS1199490,SAMN04329469,simple,93934,Coturnix japonica,AW4,,,,,not applicable,,no,,,,,DUKE UNIVERSITY,SRA316011,,public,65AA5E5F913B53A9353E25EB82204661,E675CDC418AAC14B29A2730AB525964D
SRR2984774,2015-12-11 00:00:00,2015-12-10 18:21:54,57056641,14378273532,57056641,252,4786,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002914/SRR2984774,SRX1473556,AW7,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,125,0,ILLUMINA,Illumina HiSeq 2500,SRP067215,PRJNA305575,,305575,SRS1199498,SAMN04329470,simple,93934,Coturnix japonica,AW7,,,,,not applicable,,no,,,,,DUKE UNIVERSITY,SRA316011,,public,3D439C74E31E8802AEC8282C7C6483A2,D5E1E4CB82E65057572BE5993FD9B2D2
SRR2984775,2015-12-11 00:00:00,2015-12-10 17:54:55,55400904,13961027808,55400904,252,4674,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002914/SRR2984775,SRX1473557,AW8,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,125,0,ILLUMINA,Illumina HiSeq 2500,SRP067215,PRJNA305575,,305575,SRS1199499,SAMN04329471,simple,93934,Coturnix japonica,AW8,,,,,not applicable,,no,,,,,DUKE UNIVERSITY,SRA316011,,public,7A1505BB42724A901190AE72CD9F9440,464FE3B0F5846B1D98180EEF384A966E
SRR2984776,2015-12-11 00:00:00,2015-12-10 16:54:44,59653072,15032574144,59653072,252,5096,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002914/SRR2984776,SRX1473561,AW9,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,125,0,ILLUMINA,Illumina HiSeq 2500,SRP067215,PRJNA305575,,305575,SRS1199504,SAMN04329472,simple,93934,Coturnix japonica,AW9,,,,,not applicable,,no,,,,,DUKE UNIVERSITY,SRA316011,,public,F2596116C1E611B2F805A89A41D788A3,8A2606C50E427293E95F67A601E43786
SRR2984777,2015-12-11 00:00:00,2015-12-10 20:35:11,56317025,14191890300,56317025,252,4769,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002914/SRR2984777,SRX1473563,AW11,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,125,0,ILLUMINA,Illumina HiSeq 2500,SRP067215,PRJNA305575,,305575,SRS1199533,SAMN04329474,simple,93934,Coturnix japonica,AW11,,,,,not applicable,,no,,,,,DUKE UNIVERSITY,SRA316011,,public,D4604473EFC72CB5D0249319B0F858B4,84F4E0CB76AA9F5FFE292B131AB75CDC
SRR2984778,2015-12-11 00:00:00,2015-12-10 17:19:13,61027068,15378821136,61027068,252,5164,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002914/SRR2984778,SRX1473562,AW10,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,125,0,ILLUMINA,Illumina HiSeq 2500,SRP067215,PRJNA305575,,305575,SRS1199534,SAMN04329473,simple,93934,Coturnix japonica,AW10,,,,,not applicable,,no,,,,,DUKE UNIVERSITY,SRA316011,,public,BD7182792E34D59F22BFE411DDF8B592,6FC412C9F19BB23196CAB5A6BCC275FC
SRR2984779,2015-12-11 00:00:00,2015-12-10 20:33:09,55030364,13867651728,55030364,252,4708,,https://sra-download.ncbi.nlm.nih.gov/traces/sra36/SRR/002914/SRR2984779,SRX1473564,AW12,RNA-Seq,PolyA,TRANSCRIPTOMIC,PAIRED,125,0,ILLUMINA,Illumina HiSeq 2500,SRP067215,PRJNA305575,,305575,SRS1199535,SAMN04329475,simple,93934,Coturnix japonica,AW12,,,,,not applicable,,no,,,,,DUKE UNIVERSITY,SRA316011,,public,1B6ADBAE0C0C9FA265ADBF150871A67B,131656C1FDB67E8DE42592E57AD9F027
SRR3018355,2015-12-16 13:30:30,2015-12-16 13:27:35,16615328,3323065600,16615328,200,2034,,https://sra-download.ncbi.nlm.nih.gov/traces/sra20/SRR/002947/SRR3018355,SRX393261,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP034560,PRJNA231934,,231934,SRS516217,SAMN02463165,simple,8839,Anas platyrhynchos,anas platyrhynchos,,,,,,,no,,,,,"INSTITUTE OF ANIMAL SCIENCES(IAS), CHINESE ACADEMY",SRA098308,,public,5A51DF447FE4542002EEB758CB58ECEB,4B8A2EC9AE425046CF2C30004082677E
SRR3023400,2016-12-21 00:00:00,2015-12-18 00:16:03,15031800,766621800,0,51,472,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002952/SRR3023400,SRX1487668,,miRNA-Seq,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP067478,PRJNA306190,,306190,SRS1157551,SAMN04251293,simple,8843,Anser anser,liver transcriptomes of 70-day-old normally fed geese,,,,,male,,no,,,,,YANGZHOU UNIVERSITY,SRA320336,,public,31039E68AF986E3A8628D3B09182795D,B382F46382E2F05BB9B5C3ECAC2AD973
SRR3023401,2016-12-21 00:00:00,2015-12-18 00:15:20,11986407,611306757,0,51,378,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002952/SRR3023401,SRX1487668,,miRNA-Seq,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP067478,PRJNA306190,,306190,SRS1157551,SAMN04251293,simple,8843,Anser anser,liver transcriptomes of 70-day-old normally fed geese,,,,,male,,no,,,,,YANGZHOU UNIVERSITY,SRA320336,,public,28F6C46ADFC5759D65C1C618C89E8F84,855806F5F8B06F2B287929FF2F316543
SRR3023402,2016-12-21 00:00:00,2015-12-18 01:14:12,11092808,565733208,0,51,346,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002952/SRR3023402,SRX1487668,,miRNA-Seq,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP067478,PRJNA306190,,306190,SRS1157551,SAMN04251293,simple,8843,Anser anser,liver transcriptomes of 70-day-old normally fed geese,,,,,male,,no,,,,,YANGZHOU UNIVERSITY,SRA320336,,public,3C08B27D740ECB6AF8E63637D3FF861B,A1262567F123303CBD2E233FDC305F28
SRR3030912,2016-12-21 00:00:00,2015-12-18 02:11:31,10726369,547044819,0,51,335,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002959/SRR3030912,SRX1490538,,miRNA-Seq,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP067478,PRJNA306190,,306190,SRS1157552,SAMN04251294,simple,8843,Anser anser,liver transcriptomes of 77-day-old normally fed geese,,,,,male,,no,,,,,YANGZHOU UNIVERSITY,SRA320336,,public,9C89589175D430992D72A126E6400D77,940AD3217C7A43BBBE390D83AAA6660A
SRR3030913,2016-12-21 00:00:00,2015-12-18 02:11:50,8964612,457195212,0,51,278,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002959/SRR3030913,SRX1490538,,miRNA-Seq,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP067478,PRJNA306190,,306190,SRS1157552,SAMN04251294,simple,8843,Anser anser,liver transcriptomes of 77-day-old normally fed geese,,,,,male,,no,,,,,YANGZHOU UNIVERSITY,SRA320336,,public,891648EE939EE2435304284298F705A9,754A88D83F89FCFBE758545695368A9E
SRR3030914,2016-12-21 00:00:00,2015-12-18 02:16:40,17539435,894511185,0,51,554,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002959/SRR3030914,SRX1490538,,miRNA-Seq,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP067478,PRJNA306190,,306190,SRS1157552,SAMN04251294,simple,8843,Anser anser,liver transcriptomes of 77-day-old normally fed geese,,,,,male,,no,,,,,YANGZHOU UNIVERSITY,SRA320336,,public,376399D7C1595D39A0FE1FB6630C179A,5DC6230EA74A7FA86EB51E2A5DD250E0
SRR3030915,2016-12-21 00:00:00,2015-12-18 03:16:10,10674166,544382466,0,51,340,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002959/SRR3030915,SRX1490539,,miRNA-Seq,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP067478,PRJNA306190,,306190,SRS1156084,SAMN04251295,simple,8842,Anser,liver transcriptomes of 84-day-old normally fed geese,,,,,male,,no,,,,,YANGZHOU UNIVERSITY,SRA320336,,public,DBC475449DF3CC9F3FDCDD78DC471DC6,A53AB10901D6A75D00F3C5FE78E9B3E5
SRR3030916,2016-12-21 00:00:00,2015-12-18 03:13:09,12252717,624888567,0,51,384,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002959/SRR3030916,SRX1490539,,miRNA-Seq,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP067478,PRJNA306190,,306190,SRS1156084,SAMN04251295,simple,8842,Anser,liver transcriptomes of 84-day-old normally fed geese,,,,,male,,no,,,,,YANGZHOU UNIVERSITY,SRA320336,,public,387FF927C90EE5065D6049B2EE18F547,AF113D39DFC543F76A77087735CA0290
SRR3030917,2016-12-21 00:00:00,2015-12-18 04:16:13,12047368,614415768,0,51,380,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002959/SRR3030917,SRX1490539,,miRNA-Seq,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP067478,PRJNA306190,,306190,SRS1156084,SAMN04251295,simple,8842,Anser,liver transcriptomes of 84-day-old normally fed geese,,,,,male,,no,,,,,YANGZHOU UNIVERSITY,SRA320336,,public,E6F35DB3A33C773728920DDC9F026C3B,EA9118A332A3D9172E5D879ADB78CA0E
SRR3030918,2016-12-21 00:00:00,2015-12-18 05:19:31,11925590,608205090,0,51,374,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002959/SRR3030918,SRX1490541,,miRNA-Seq,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP067478,PRJNA306190,,306190,SRS1157564,SAMN04252996,simple,8842,Anser,liver transcriptomes of 89-day-old normally fed geese,,,,,male,,no,,,,,YANGZHOU UNIVERSITY,SRA320336,,public,63BDC91F5E5CC3CA95E94619333F0E2C,7D80091E68FDC8F8F1A10AED6BA70173
SRR3030919,2016-12-21 00:00:00,2015-12-18 05:18:48,11766552,600094152,0,51,374,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002959/SRR3030919,SRX1490541,,miRNA-Seq,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP067478,PRJNA306190,,306190,SRS1157564,SAMN04252996,simple,8842,Anser,liver transcriptomes of 89-day-old normally fed geese,,,,,male,,no,,,,,YANGZHOU UNIVERSITY,SRA320336,,public,7AE9FB7A871AD555A5B917BE7CBA397E,CEDC1134CB5B9F15C8F02DCD4C5A27C4
SRR3030920,2016-12-21 00:00:00,2015-12-18 05:18:31,10979608,559960008,0,51,351,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002959/SRR3030920,SRX1490541,,miRNA-Seq,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP067478,PRJNA306190,,306190,SRS1157564,SAMN04252996,simple,8842,Anser,liver transcriptomes of 89-day-old normally fed geese,,,,,male,,no,,,,,YANGZHOU UNIVERSITY,SRA320336,,public,B2CBEDBD0487433BE32E32FFE8D25221,994CFA4E050F6EA448C0B39DF7E48D4E
SRR3030922,2016-12-21 00:00:00,2015-12-18 01:16:42,11452336,584069136,0,51,367,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002959/SRR3030922,SRX1490543,,miRNA-Seq,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP067478,PRJNA306190,,306190,SRS1158004,SAMN04253445,simple,8842,Anser,liver transcriptomes of 77-day-old overfed geese,,,,,male,,no,,,,,YANGZHOU UNIVERSITY,SRA320336,,public,13D18A028C8715B36D01ACF064FBD350,DEA9D5048FA7F3C08F2C46803F0ED884
SRR3030923,2016-12-21 00:00:00,2015-12-18 01:15:12,10079181,514038231,0,51,316,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002959/SRR3030923,SRX1490543,,miRNA-Seq,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP067478,PRJNA306190,,306190,SRS1158004,SAMN04253445,simple,8842,Anser,liver transcriptomes of 77-day-old overfed geese,,,,,male,,no,,,,,YANGZHOU UNIVERSITY,SRA320336,,public,12A994045D0087376D1FC40324732FE1,91AAD95E99CF9442A0DF5B8C6A4A4AFB
SRR3030925,2016-12-21 00:00:00,2015-12-18 01:14:32,11808753,602246403,0,51,364,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002959/SRR3030925,SRX1490543,,miRNA-Seq,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP067478,PRJNA306190,,306190,SRS1158004,SAMN04253445,simple,8842,Anser,liver transcriptomes of 77-day-old overfed geese,,,,,male,,no,,,,,YANGZHOU UNIVERSITY,SRA320336,,public,E0EC4AE424059960B03027EC82CAC760,8BB5B0707EE45E359EE7A282069DD841
SRR3030949,2016-12-21 00:00:00,2015-12-18 02:12:30,13755617,701536467,0,51,432,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002959/SRR3030949,SRX1490547,,miRNA-Seq,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP067478,PRJNA306190,,306190,SRS1158005,SAMN04253448,simple,8842,Anser,liver transcriptomes of 84-day-old overfed geese,,,,,male,,no,,,,,YANGZHOU UNIVERSITY,SRA320336,,public,E3E0CB6B71B7F6C037833C4B060B60F7,4958CFAB23F8054D43DA966FF1EC07A7
SRR3030950,2016-12-21 00:00:00,2015-12-18 03:12:38,13344954,680592654,0,51,422,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002959/SRR3030950,SRX1490547,,miRNA-Seq,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP067478,PRJNA306190,,306190,SRS1158005,SAMN04253448,simple,8842,Anser,liver transcriptomes of 84-day-old overfed geese,,,,,male,,no,,,,,YANGZHOU UNIVERSITY,SRA320336,,public,97C575CAD8D2081E638290258E64606E,F50825A11D0104E0452FA17A8835C100
SRR3030952,2016-12-21 00:00:00,2015-12-18 03:12:40,13608421,694029471,0,51,429,,https://sra-download.ncbi.nlm.nih.gov/traces/sra14/SRR/002959/SRR3030952,SRX1490547,,miRNA-Seq,unspecified,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,Illumina MiSeq,SRP067478,PRJNA306190,,306190,SRS1158005,SAMN04253448,simple,8842,Anser,liver transcriptomes of 84-day-old overfed geese,,,,,male,,no,,,,,YANGZHOU UNIVERSITY,SRA320336,,public,918291F1BAAA9C831A8EF1F63CBC1AB8,5B55D96A03843FBA83381F3F44C9C804
